https,iframe,ip,length_hostname,length_url,nb_and,nb_at,nb_dots,nb_hyphens,nb_percent,nb_underscore,num_subdomains,popup_window,submit_email,label
0,0,0,34,150,0,0,2,2,0,3,1,0,0,1
0,0,0,17,64,0,0,2,4,0,0,1,0,0,0
1,0,1,20,61,0,0,2,0,0,0,1,0,0,1
0,0,1,50,128,2,0,4,1,0,2,3,0,0,1
1,0,0,13,38,0,0,1,0,0,0,0,0,0,1
0,0,0,13,22,0,0,2,0,0,0,1,0,0,0
1,0,0,18,35,0,0,3,0,0,0,2,0,0,0
1,0,0,18,61,0,0,2,3,0,0,1,0,0,0
1,0,0,13,47,0,0,3,0,0,1,1,0,0,0
0,0,0,22,85,0,0,4,0,0,0,2,0,0,1
1,0,0,12,33,0,0,2,0,0,0,1,0,0,0
0,0,0,28,37,0,0,2,1,0,0,1,0,0,0
0,0,0,14,77,0,0,4,1,4,0,1,0,0,0
0,0,1,30,159,1,1,6,6,0,0,1,0,0,1
0,0,0,19,80,0,0,1,5,0,0,0,0,0,0
0,0,0,14,23,0,0,2,0,0,0,1,0,0,0
1,0,1,21,174,2,1,4,6,0,0,1,0,0,1
1,0,0,17,108,0,0,3,1,0,6,1,0,0,0
1,0,0,28,67,0,0,3,5,0,0,1,0,0,0
1,0,0,13,30,0,0,1,0,0,1,0,0,0,1
1,0,0,21,87,0,0,2,5,0,0,1,0,0,1
0,0,0,21,53,0,0,3,1,0,0,2,0,0,0
1,0,1,50,126,2,0,4,1,0,2,3,0,0,1
1,0,1,27,81,0,0,2,0,0,0,1,0,0,1
0,0,0,16,44,0,0,2,0,0,0,1,0,0,1
0,0,0,14,59,1,0,1,0,0,0,0,0,0,0
1,0,0,19,73,0,0,2,3,0,0,1,0,0,0
0,0,0,18,27,0,0,2,0,0,0,1,0,0,0
0,0,1,42,120,2,0,4,0,0,2,3,0,0,1
0,0,0,25,34,0,0,3,0,0,0,2,0,0,0
0,0,0,27,56,0,0,3,2,0,0,1,0,0,0
0,0,0,20,48,0,0,3,0,0,0,1,0,0,0
0,0,0,28,122,0,0,2,3,0,4,1,0,0,1
1,0,0,24,32,0,0,2,0,0,0,1,0,0,0
1,1,1,14,76,0,0,2,2,0,0,1,0,0,0
1,0,0,12,74,0,0,4,2,0,0,1,0,0,1
0,0,0,18,53,0,0,2,1,0,0,1,0,0,0
0,0,0,20,74,0,0,2,4,0,0,1,0,0,0
1,0,0,30,38,0,0,2,0,0,0,1,0,0,0
0,0,0,20,29,0,0,2,0,0,0,1,0,0,0
0,0,0,27,62,0,0,3,1,0,0,1,0,0,1
1,0,0,26,33,0,0,2,0,0,0,1,0,0,1
0,0,0,16,48,0,0,2,0,0,0,1,0,0,0
1,0,0,19,60,0,0,5,0,0,0,1,0,0,1
1,0,0,18,25,0,0,2,0,0,0,1,0,0,1
1,0,0,12,56,0,0,2,0,0,1,0,0,0,1
1,0,0,16,50,0,0,3,1,0,2,1,0,0,0
1,0,0,14,40,0,0,1,0,0,0,0,0,0,0
1,0,0,26,55,0,0,2,2,0,0,1,0,0,0
1,0,0,22,59,0,0,2,0,0,0,1,0,0,0
1,0,0,23,37,0,0,2,0,0,0,1,0,0,0
0,0,0,16,35,0,0,1,0,0,0,0,0,0,1
1,0,0,26,54,0,0,2,0,0,4,1,0,0,1
0,0,0,17,77,0,0,2,0,0,5,1,0,0,0
1,0,0,9,33,0,0,1,2,0,0,0,0,0,1
1,0,0,25,44,0,0,3,0,0,0,1,0,0,0
1,0,0,18,65,0,0,3,4,0,1,2,0,0,1
1,0,0,18,26,0,0,2,0,0,0,1,0,0,0
0,0,1,27,86,0,0,3,0,0,0,1,0,0,1
0,0,1,17,283,3,0,3,8,17,0,1,0,0,1
1,0,0,11,36,0,0,2,1,0,0,1,0,0,0
0,0,0,16,70,0,0,1,1,0,0,0,0,0,1
0,0,0,14,23,0,0,2,0,0,0,1,0,0,0
1,0,0,20,28,0,0,2,0,0,0,1,0,0,0
1,0,0,11,38,0,0,2,0,0,0,0,0,0,1
1,0,1,28,93,0,0,3,1,0,0,2,0,0,1
1,0,0,25,32,0,0,1,0,0,0,0,0,0,0
0,0,1,16,98,0,0,2,8,0,0,1,0,0,0
0,0,0,14,41,0,0,2,2,0,0,1,0,0,0
0,0,0,21,30,0,0,1,0,0,0,0,0,0,0
1,0,0,7,20,0,0,1,1,0,0,0,0,0,1
0,0,1,17,122,3,0,2,0,1,1,1,0,0,1
0,0,0,14,23,0,0,2,0,0,0,1,0,0,0
1,0,0,15,44,0,0,2,2,0,0,1,0,0,0
1,0,0,26,90,0,0,3,0,0,2,2,0,0,1
0,0,0,54,67,0,0,2,1,0,0,1,0,0,1
1,0,0,21,57,0,0,2,0,2,0,1,0,0,0
1,0,0,25,47,0,0,2,2,0,0,1,0,0,0
1,0,0,43,65,0,0,2,0,0,0,1,0,0,1
1,0,0,17,25,0,0,2,0,0,0,1,0,0,0
0,0,1,13,42,0,0,1,0,0,0,0,0,0,0
0,0,0,27,36,0,0,2,1,0,0,1,0,0,1
1,0,0,26,56,0,0,2,0,0,2,1,0,0,0
1,0,0,14,43,0,0,3,0,0,0,1,0,0,0
1,0,0,21,28,0,0,2,0,0,0,1,0,0,0
1,0,0,15,70,0,0,2,1,0,0,0,0,0,1
1,0,0,26,69,0,0,1,1,0,0,0,0,0,1
0,0,0,21,30,0,0,2,0,0,0,1,0,0,0
1,0,1,61,85,0,0,3,1,0,0,1,0,0,1
0,0,0,16,44,0,0,2,0,0,0,1,0,0,0
1,0,0,14,43,0,0,3,0,0,0,1,0,0,0
0,0,0,22,31,0,0,2,0,0,0,1,0,0,1
0,0,1,50,127,2,0,4,1,0,2,3,0,0,1
1,0,1,13,42,0,0,4,0,0,1,2,0,0,1
1,0,0,18,64,0,0,2,1,0,0,1,0,0,1
0,0,0,21,41,0,0,2,1,0,0,1,0,0,0
1,0,0,16,91,0,0,2,7,0,0,1,0,0,0
1,0,0,16,49,0,0,2,0,0,0,1,0,0,0
0,0,0,13,37,0,0,1,0,0,0,0,0,0,1
0,0,0,17,82,0,0,2,9,0,0,1,0,0,0
1,0,0,27,34,0,0,2,0,0,0,1,0,0,0
1,0,0,27,35,0,0,1,0,0,0,0,0,0,1
0,0,0,18,38,0,0,2,0,0,0,0,0,0,1
1,0,0,21,32,0,0,1,0,0,0,0,0,0,0
0,0,0,18,27,0,0,2,0,0,0,1,0,0,0
1,0,0,36,44,0,0,2,3,0,0,1,0,0,1
1,0,0,20,27,0,0,2,0,0,0,1,0,0,1
1,0,0,13,21,0,0,2,0,0,0,1,0,0,0
1,0,0,19,27,0,0,2,1,0,0,1,0,0,0
1,0,0,17,34,0,0,2,1,0,0,1,0,0,0
0,0,1,23,64,0,0,2,2,0,0,0,0,0,1
1,0,0,30,38,0,0,2,0,0,0,1,0,0,1
0,0,0,18,77,0,0,3,0,0,1,1,0,0,0
1,0,0,22,48,0,0,2,0,0,0,1,0,0,0
1,0,0,14,39,0,0,3,0,0,0,1,0,0,1
1,0,0,11,19,0,0,1,0,0,0,0,0,0,1
0,0,0,13,22,0,0,2,0,0,0,1,0,0,0
1,0,0,14,22,0,0,2,0,0,0,1,0,0,0
1,0,1,50,126,2,0,4,1,0,2,3,0,0,1
1,0,0,16,64,0,0,3,6,0,0,1,0,0,0
1,0,0,21,29,0,0,2,1,0,0,1,0,0,0
1,0,0,14,59,0,0,3,4,0,0,1,0,0,0
0,0,1,50,128,2,0,4,1,0,2,3,0,0,1
1,0,0,15,37,0,0,3,0,0,0,2,0,0,1
1,0,0,21,94,0,0,3,4,0,0,1,0,0,1
1,0,0,17,39,0,0,3,0,0,0,2,0,0,1
0,0,0,15,29,0,0,1,0,0,0,0,0,0,1
0,0,0,16,25,0,0,2,0,0,0,1,0,0,0
1,0,0,36,86,0,0,3,1,0,0,1,0,0,1
1,0,0,16,86,0,0,2,1,0,1,1,0,0,1
0,0,1,46,123,2,0,5,0,0,2,4,0,0,1
0,0,1,28,118,1,0,2,1,1,1,1,0,0,1
0,0,0,23,53,0,0,2,1,0,0,1,0,0,0
1,0,0,28,36,0,0,2,0,0,0,1,0,0,1
0,0,0,22,31,0,0,2,1,0,0,1,0,0,0
1,0,0,12,38,0,0,2,1,0,0,0,0,0,0
0,0,0,14,61,0,0,3,0,0,2,1,0,0,0
0,0,0,14,23,0,0,2,0,0,0,1,0,0,0
0,0,0,15,24,0,0,2,0,0,0,1,0,0,0
1,0,0,23,30,0,0,2,0,0,0,1,0,0,1
1,0,0,14,42,0,0,3,0,0,0,1,0,0,0
1,0,0,19,66,0,0,3,1,0,1,1,0,0,0
0,0,0,14,23,0,0,2,0,0,0,1,0,0,0
1,0,0,19,38,0,0,2,1,0,0,1,0,0,0
0,0,0,13,39,0,0,1,1,0,0,0,0,0,0
1,0,0,15,26,0,0,2,0,0,0,1,0,0,1
1,0,0,18,49,0,0,2,1,0,0,1,0,0,0
1,0,0,18,41,0,0,3,0,0,0,1,0,0,0
1,0,0,16,124,2,0,3,3,0,3,0,0,0,1
0,0,1,47,56,0,0,2,0,0,0,1,0,0,1
1,0,0,14,36,0,0,2,0,0,0,1,0,0,1
0,0,0,28,37,0,0,3,0,0,0,2,0,0,0
1,0,0,19,51,0,0,2,0,0,0,0,0,0,1
1,0,0,22,30,0,0,2,0,0,0,1,0,0,0
1,0,1,14,129,0,0,2,4,0,0,0,0,0,1
1,0,0,29,76,0,0,2,3,0,0,1,0,0,0
0,0,0,24,33,0,0,2,0,0,0,1,0,0,0
1,0,0,24,58,0,0,5,0,0,0,2,0,0,1
1,0,1,17,185,2,0,2,1,0,2,1,0,0,1
1,0,0,11,18,0,0,2,0,0,0,1,0,0,1
1,0,0,16,24,0,0,2,0,0,0,1,1,0,0
1,0,0,19,27,0,0,2,0,0,0,1,0,0,0
0,0,0,11,257,0,0,6,0,0,0,0,0,0,1
0,0,0,16,57,0,0,3,0,0,0,1,0,0,1
0,0,0,27,36,0,0,2,2,0,0,1,0,0,0
1,0,0,25,40,0,0,2,0,0,0,1,0,0,0
1,0,0,13,76,0,0,2,5,0,0,1,0,0,0
0,0,0,22,94,0,1,4,0,0,1,1,0,0,1
1,0,0,13,21,0,0,2,0,0,0,1,0,0,0
1,0,0,15,75,0,0,4,1,0,0,2,0,0,0
1,0,0,15,41,0,0,3,0,0,0,1,0,0,1
0,0,0,14,84,1,0,3,0,1,0,1,0,0,0
1,0,0,7,77,0,0,1,7,0,0,0,0,0,0
0,0,0,16,43,0,0,2,0,0,1,1,0,0,0
1,0,0,20,28,0,0,2,0,0,0,1,0,0,0
0,0,0,22,96,0,0,1,1,0,1,0,0,0,1
1,0,0,20,62,0,0,3,2,0,0,1,0,0,0
0,0,0,14,26,0,0,2,0,0,0,1,0,0,0
1,0,0,17,95,0,0,3,0,0,7,1,0,0,0
0,0,0,17,102,0,0,2,14,0,0,1,0,0,0
1,0,0,18,43,0,0,2,0,0,0,1,0,0,0
0,0,1,27,36,0,0,2,0,0,0,1,0,0,1
1,0,0,8,32,0,0,1,0,0,0,0,0,0,1
0,0,1,16,132,0,0,3,0,0,2,1,0,0,1
1,0,0,27,35,0,0,2,0,0,0,1,0,0,0
1,0,0,18,37,0,0,2,0,0,0,1,0,0,1
1,0,0,28,42,0,0,2,0,0,0,1,0,0,1
0,0,0,18,124,0,0,3,8,0,0,1,0,0,0
0,0,0,15,24,0,0,2,0,0,0,1,0,0,0
0,0,1,46,124,2,0,5,0,0,2,4,0,0,1
1,0,0,34,63,0,0,2,0,0,0,0,0,0,1
1,0,0,18,36,0,0,2,0,0,0,1,0,0,0
1,0,0,14,52,0,0,2,0,0,0,1,0,0,0
1,0,0,17,74,0,0,3,0,0,3,1,0,0,0
1,0,1,21,135,0,0,2,1,0,0,1,0,0,1
0,0,0,16,43,0,0,2,0,0,0,1,0,0,0
1,0,0,33,47,0,0,4,2,0,0,3,0,0,1
0,0,0,10,114,0,0,1,4,0,1,0,0,0,1
0,0,0,39,172,1,0,2,2,0,5,1,0,0,1
1,0,0,14,74,0,0,3,2,0,0,1,0,0,0
1,0,0,8,106,2,0,2,0,0,3,0,0,0,1
1,0,1,14,69,0,0,2,0,1,0,1,0,0,1
1,0,0,20,28,0,0,2,0,0,0,1,0,0,0
1,0,0,22,57,0,0,3,0,0,0,1,0,0,0
0,0,0,18,54,0,0,2,0,0,0,0,0,0,1
1,0,1,50,76,0,0,4,1,0,0,3,0,0,1
0,0,1,46,124,2,0,5,0,0,2,4,0,0,1
1,0,0,29,37,0,0,3,1,0,0,2,0,0,1
0,0,0,16,51,0,0,2,0,0,3,1,0,0,0
1,0,0,17,25,0,0,2,0,0,0,1,0,0,0
1,0,0,19,27,0,0,2,0,0,0,1,0,0,0
1,0,1,14,62,0,0,4,0,0,2,2,0,0,1
1,0,0,22,84,0,0,4,1,0,0,1,0,0,1
1,0,0,15,50,0,0,1,0,0,1,0,0,0,1
1,0,1,15,26,0,0,3,0,0,0,2,0,0,1
0,0,1,33,324,4,0,3,5,7,4,1,0,0,1
0,0,0,7,28,0,0,1,0,0,0,0,0,0,1
1,0,0,16,38,0,0,4,0,0,0,2,0,0,1
1,0,0,20,28,0,0,2,0,0,0,1,0,0,1
1,0,0,23,31,0,0,2,0,0,0,1,0,0,0
1,0,1,14,128,0,0,2,4,0,0,0,0,0,1
1,0,1,11,111,0,0,3,10,0,0,1,0,0,0
0,0,0,13,147,0,0,9,1,0,1,0,0,0,1
1,0,0,25,48,0,0,5,0,0,2,4,0,0,1
1,0,0,16,24,0,0,2,0,0,0,1,0,0,0
0,0,0,16,41,0,0,2,0,0,0,1,0,0,0
1,0,0,8,43,0,0,2,1,0,0,0,0,0,1
1,0,1,15,102,0,0,1,1,0,0,0,0,0,1
1,0,0,12,20,0,0,2,0,0,0,1,0,0,0
1,0,0,24,39,0,0,2,0,0,0,1,0,0,1
1,0,1,31,49,0,0,4,1,0,0,3,0,0,1
0,0,0,18,35,0,0,1,0,0,0,0,0,0,1
1,0,0,16,69,0,0,3,2,0,0,1,0,0,0
0,0,0,15,24,0,0,3,0,0,0,2,0,0,0
1,0,0,22,42,0,0,3,0,0,0,1,0,0,1
1,0,0,18,55,0,0,1,4,0,0,0,0,0,0
0,0,0,11,30,0,0,1,0,0,0,0,0,0,0
1,0,0,21,46,0,0,2,0,1,0,1,0,0,0
1,0,0,16,43,0,0,1,2,0,0,0,0,0,1
1,0,0,15,22,0,0,2,0,0,0,1,0,0,0
0,0,0,15,46,0,0,1,0,0,0,0,0,0,0
0,0,0,9,39,0,0,1,2,0,0,0,0,0,0
0,0,0,16,39,0,0,2,0,0,0,1,0,0,0
1,0,0,24,41,0,0,2,0,0,0,0,0,0,1
1,0,0,13,49,0,0,2,1,0,0,1,0,0,1
1,0,0,17,25,0,0,2,0,0,0,1,0,0,0
1,0,0,35,110,0,0,2,9,0,0,1,0,0,0
0,0,0,25,34,0,0,3,0,0,0,2,0,0,0
1,0,0,22,88,0,0,2,1,4,0,0,0,0,1
1,0,0,15,23,0,0,1,0,0,0,0,0,0,0
1,0,0,14,46,0,0,2,0,0,2,1,0,0,0
1,0,0,25,39,0,0,2,0,0,0,1,0,0,0
1,0,1,50,124,2,0,4,1,0,2,3,0,0,1
1,0,0,18,41,0,0,3,0,0,0,1,0,0,0
0,0,0,22,71,0,0,3,0,0,1,1,0,0,0
0,0,0,18,27,0,0,2,0,0,0,1,0,0,0
1,0,0,35,71,0,0,2,1,0,0,1,0,0,1
1,0,0,30,56,0,0,4,0,0,0,2,0,0,1
0,0,1,50,128,2,0,4,1,0,2,3,0,0,1
1,0,0,19,74,0,0,2,0,0,1,1,0,0,1
1,0,0,37,45,0,0,4,0,0,0,3,0,0,1
0,0,0,13,75,0,0,2,8,0,0,1,0,0,0
1,0,0,18,76,0,0,3,1,0,0,1,0,0,1
0,0,0,18,42,0,0,4,0,0,0,2,0,0,0
0,0,0,14,23,0,0,2,0,0,0,1,0,0,0
1,0,1,22,188,0,0,2,0,0,1,0,0,0,1
0,0,0,20,29,0,0,2,0,0,0,1,0,0,0
1,0,0,28,88,0,0,3,4,0,0,1,0,0,1
0,0,0,21,57,0,0,2,0,0,1,1,0,0,0
1,0,0,25,33,0,0,2,0,0,0,1,0,0,1
1,0,0,19,62,0,0,2,1,0,0,0,0,0,1
0,0,0,11,27,0,0,2,0,0,0,1,0,0,0
1,0,0,26,56,0,0,5,1,0,0,3,0,0,1
0,0,0,20,40,0,0,3,0,0,0,1,0,0,1
0,0,0,26,35,0,0,2,1,0,0,1,0,0,1
0,0,0,24,73,0,0,3,1,0,5,1,0,0,0
1,0,0,21,28,0,0,2,1,0,0,1,0,0,0
1,0,0,15,39,0,0,2,0,0,0,0,0,0,1
0,0,0,17,26,0,0,2,0,0,0,1,0,0,0
0,0,0,17,44,0,0,4,0,0,0,2,0,0,0
1,0,1,11,99,0,0,1,0,0,0,0,0,0,1
1,0,0,14,47,0,0,2,0,0,0,1,0,0,1
1,0,0,19,50,0,0,3,0,0,0,1,0,0,0
1,0,1,42,118,2,0,4,0,0,2,3,0,0,1
1,0,0,32,39,0,0,2,0,0,0,1,0,0,1
1,0,0,10,45,0,0,1,0,0,0,0,0,0,1
1,0,0,22,30,0,0,2,0,0,0,1,0,0,0
0,0,0,20,81,0,0,2,7,0,0,1,0,0,0
0,0,0,15,24,0,0,2,0,0,0,1,0,0,0
1,0,1,23,84,0,0,6,0,0,0,1,0,0,0
0,0,1,50,126,2,0,4,1,0,2,3,0,0,1
0,0,0,21,30,0,0,2,1,0,0,1,0,0,0
0,0,1,50,128,2,0,4,1,0,2,3,0,0,1
1,0,0,23,82,0,0,3,6,0,0,1,0,0,0
0,0,0,11,67,0,0,3,3,0,0,0,0,0,1
0,0,0,23,32,0,0,2,0,0,0,1,0,0,0
1,0,0,20,35,0,0,2,0,0,0,1,0,0,0
1,0,0,14,69,0,0,1,1,0,0,0,0,0,1
0,0,0,18,57,0,0,4,0,0,0,1,0,0,1
1,0,1,15,105,0,0,2,0,0,0,1,0,0,1
0,0,0,25,127,0,0,2,3,0,3,1,0,0,1
1,0,1,23,77,0,0,1,0,0,0,0,0,0,1
0,0,0,14,22,0,0,1,0,0,0,0,0,0,0
1,0,0,20,27,0,0,2,0,0,0,1,0,0,0
1,0,1,12,82,0,1,5,1,0,0,2,0,0,1
0,0,0,18,27,0,0,2,0,0,0,1,0,0,0
1,0,0,27,67,0,0,2,4,0,0,1,0,0,0
1,0,0,18,25,0,0,2,0,0,0,1,0,0,0
1,0,0,14,22,0,0,2,0,0,0,1,0,0,0
0,0,0,16,49,0,0,2,2,0,0,1,0,0,0
1,0,0,28,64,0,0,6,0,2,0,3,0,0,0
1,0,0,22,30,0,0,2,0,0,0,1,0,0,0
1,0,0,16,43,0,0,3,2,0,0,1,0,0,1
0,0,0,28,37,0,0,2,0,0,0,1,0,0,1
1,0,0,35,68,0,1,5,0,0,0,3,0,0,1
0,0,0,23,32,0,0,2,0,0,0,1,0,0,1
0,0,0,12,21,0,0,2,0,0,0,1,0,0,0
1,0,0,19,68,0,0,2,5,0,0,1,0,0,0
1,0,0,16,24,0,0,2,0,0,0,1,0,0,1
1,0,0,16,50,0,0,3,0,0,0,0,0,0,1
1,0,0,24,67,0,0,3,0,0,1,1,0,0,1
0,0,0,15,24,0,0,2,1,0,0,1,0,0,0
1,0,0,18,63,0,0,2,0,0,0,0,0,0,1
0,0,0,15,24,0,0,2,0,0,0,1,0,0,0
1,0,0,19,45,0,0,2,0,0,0,1,0,0,0
1,0,0,22,43,0,0,2,0,0,0,1,0,0,1
1,0,0,26,39,0,0,4,0,0,0,3,0,0,1
1,0,0,15,50,0,0,3,0,0,0,1,0,0,0
1,0,1,25,92,0,0,5,0,0,0,2,0,0,1
0,0,0,15,24,0,0,1,1,0,0,0,0,0,1
1,0,0,18,48,0,0,2,1,0,0,1,0,0,1
0,0,0,19,70,0,0,3,0,2,0,1,0,0,1
1,0,0,20,168,0,0,2,1,0,3,0,0,0,1
1,0,0,21,34,0,0,2,0,0,0,1,0,0,1
0,0,0,52,60,0,0,3,2,0,0,2,0,0,1
0,0,0,15,28,0,0,1,0,0,0,0,0,0,0
0,0,0,14,43,0,0,3,0,0,0,1,0,0,0
1,0,0,16,51,0,0,4,0,0,0,0,0,0,1
1,0,1,15,131,0,0,1,0,0,1,0,0,0,1
0,0,0,14,48,0,0,2,0,0,0,1,0,0,1
0,0,0,24,51,0,0,2,0,0,1,1,0,0,0
1,0,0,16,32,0,0,3,0,0,0,1,0,0,1
1,0,0,7,67,0,0,1,4,0,0,0,0,0,0
1,0,0,22,30,0,0,2,0,0,0,1,0,0,0
1,0,0,19,74,0,0,3,1,0,0,1,0,0,1
0,0,0,17,73,0,0,2,3,0,0,1,0,0,0
0,0,0,21,63,0,0,2,1,0,2,1,0,0,0
1,0,0,18,52,0,0,2,0,0,0,0,0,0,1
1,0,1,41,179,2,0,3,1,0,2,1,0,0,1
1,0,0,23,53,0,0,3,0,0,2,1,0,0,0
1,0,0,24,91,0,0,3,0,5,0,1,0,0,0
0,0,0,23,40,0,0,2,0,0,0,1,0,0,0
0,0,0,16,43,0,0,2,0,0,2,1,0,0,0
1,0,0,21,48,0,0,3,1,0,0,2,0,0,1
1,0,0,12,19,0,0,1,0,0,0,0,0,0,0
1,0,0,18,61,0,0,3,2,0,0,1,0,0,0
0,0,1,16,131,0,0,7,0,0,0,0,0,0,1
1,0,0,18,201,0,0,2,0,0,1,1,0,0,1
1,0,0,15,23,0,0,2,0,0,0,1,0,0,0
1,0,0,11,35,0,0,1,1,0,0,0,0,0,0
1,0,0,19,39,0,0,3,0,0,0,1,0,0,1
1,0,0,39,47,0,0,4,2,0,0,3,0,0,1
1,0,0,21,93,1,1,3,1,0,1,1,0,0,1
0,0,0,21,30,0,0,2,0,0,0,1,0,0,0
0,0,0,18,69,0,0,2,4,0,0,1,0,0,0
0,0,0,40,49,0,0,4,2,0,0,3,0,0,1
1,0,0,14,26,0,0,2,0,0,0,1,0,0,0
1,0,0,22,49,0,0,2,1,0,0,1,0,0,0
1,0,0,28,36,0,0,3,1,0,0,2,0,0,1
1,0,0,40,58,0,0,4,2,0,0,3,0,0,1
0,0,0,20,49,0,0,3,0,0,0,1,0,0,1
0,0,1,13,103,0,0,2,8,0,0,1,0,0,0
0,0,0,17,26,0,0,2,0,0,0,1,0,0,0
1,0,1,20,186,4,0,2,7,0,2,1,0,0,1
1,0,1,58,131,2,0,7,0,0,2,6,0,0,1
1,0,0,15,26,0,0,1,0,0,0,0,0,0,1
1,0,0,16,69,0,0,4,0,0,0,1,0,0,1
1,0,0,13,102,0,0,2,1,0,1,1,0,0,1
1,0,1,28,74,0,0,2,0,0,0,1,0,0,1
1,0,0,19,62,0,0,4,0,0,0,1,0,0,1
1,0,0,13,60,0,0,2,1,0,0,1,0,0,0
0,0,0,16,41,0,0,2,0,0,1,1,0,0,0
0,0,0,20,29,0,0,2,0,0,0,1,0,0,0
1,0,0,15,35,0,0,2,0,0,0,1,0,0,0
0,0,0,23,32,0,0,3,0,0,0,2,0,0,0
1,0,0,18,37,0,0,2,1,0,0,1,0,0,0
1,0,0,16,66,0,0,2,2,0,0,1,0,0,0
1,0,0,12,20,0,0,2,0,0,0,1,0,0,1
1,0,0,17,112,0,1,3,1,0,0,0,0,0,1
0,0,0,25,34,0,0,2,0,0,0,1,0,0,0
1,0,0,25,38,0,0,2,0,0,0,1,0,0,0
1,0,0,26,34,0,0,2,0,0,0,1,0,0,0
0,0,0,17,58,0,0,2,2,0,0,1,0,0,0
1,0,0,19,27,0,0,2,0,0,0,1,0,0,0
0,0,0,25,34,0,0,2,0,0,0,1,0,0,1
1,0,0,16,34,0,0,3,0,0,0,1,0,0,1
0,0,0,18,27,0,0,2,0,0,0,1,0,0,0
0,0,0,24,36,0,0,4,0,0,0,3,0,0,1
1,0,0,44,60,0,0,5,0,0,0,4,0,0,1
1,0,0,18,43,0,0,2,2,0,0,1,0,0,0
1,0,0,13,21,0,0,2,0,0,0,1,0,0,0
0,0,0,14,67,0,0,3,0,0,5,1,0,0,1
0,0,0,23,89,0,0,3,0,0,2,1,0,0,0
1,0,0,20,49,0,0,3,1,0,0,1,0,0,0
1,0,0,30,61,0,0,3,0,0,3,1,0,0,1
1,0,0,9,19,0,0,1,0,0,0,0,0,0,1
0,0,0,16,46,0,0,2,0,0,0,1,0,0,1
1,0,0,24,65,0,0,2,2,0,0,1,0,0,0
0,0,0,16,41,0,0,2,0,0,1,1,0,0,0
0,0,0,23,57,0,0,2,0,0,0,1,0,0,0
0,0,0,22,55,0,0,1,0,0,0,0,0,0,1
1,0,0,17,82,0,1,4,0,0,0,1,0,0,1
1,0,0,19,31,0,0,2,0,0,0,1,0,0,0
1,0,0,11,19,0,0,2,0,0,0,1,0,0,1
1,0,0,19,97,0,0,3,1,0,5,0,0,0,0
1,0,0,45,53,0,0,2,4,0,0,1,0,0,0
0,0,0,25,34,0,0,3,1,0,0,2,0,0,0
0,0,0,24,33,0,0,2,0,0,0,1,0,0,0
0,0,0,6,22,0,0,1,0,0,0,0,0,0,1
0,0,1,50,128,2,0,4,1,0,2,3,0,0,1
1,0,0,9,65,0,0,2,3,0,0,0,0,0,1
1,0,0,19,38,0,0,1,0,0,0,0,0,0,0
0,0,0,18,40,0,0,1,0,0,0,0,0,0,0
1,0,0,13,21,0,0,2,0,0,0,1,0,0,0
1,0,0,18,54,0,0,2,0,0,0,1,0,0,0
0,0,0,22,31,0,0,2,0,0,0,1,0,0,0
1,0,0,20,55,0,0,2,1,0,0,1,0,0,1
0,0,1,23,84,0,0,2,0,0,0,1,0,0,1
1,0,1,50,132,2,0,4,1,0,2,3,0,0,1
1,0,0,22,30,0,0,3,0,0,0,2,0,0,1
1,0,0,10,17,0,0,1,0,0,0,0,0,0,0
1,0,1,23,68,0,0,3,0,0,0,1,0,0,1
1,0,1,60,243,2,0,5,5,0,1,3,0,0,1
0,0,0,22,31,0,0,2,1,0,0,1,0,0,0
0,0,0,30,39,0,0,2,1,0,0,1,0,0,1
1,0,0,19,26,0,0,2,0,0,0,1,0,0,0
1,0,0,27,62,0,0,1,1,0,0,0,0,0,1
1,0,0,37,44,0,0,2,0,0,0,1,0,0,0
1,0,0,17,42,0,0,3,0,0,0,1,0,0,0
1,0,0,24,55,0,0,3,0,0,1,2,0,0,0
1,0,1,42,68,0,0,4,0,0,0,3,0,0,1
0,0,0,16,40,0,0,2,0,0,0,1,0,0,1
0,0,1,50,128,2,0,4,1,0,2,3,0,0,1
1,0,0,20,53,0,0,3,0,0,0,1,0,0,0
1,0,1,12,228,2,0,2,1,0,4,0,0,0,1
1,0,0,29,37,0,0,2,0,0,0,1,0,0,1
1,0,0,13,259,0,0,6,0,0,0,0,0,0,1
0,0,0,28,37,0,0,4,0,0,0,3,0,0,1
0,0,0,29,38,0,0,2,0,0,0,1,0,0,1
0,0,0,15,43,0,0,2,0,0,1,1,0,0,0
1,0,1,23,77,0,0,1,0,0,0,0,0,0,1
1,0,0,31,39,0,0,2,1,0,0,1,0,0,1
1,0,1,19,81,0,0,2,0,0,0,1,0,0,1
1,0,0,12,72,0,0,2,5,0,0,0,0,0,0
1,0,0,22,46,0,0,2,0,0,0,1,0,0,1
1,0,0,22,29,0,0,2,0,0,0,1,0,0,1
1,0,0,26,57,0,0,3,2,0,0,1,0,0,0
0,0,0,25,34,0,0,2,0,0,0,1,0,0,0
0,0,1,16,279,1,0,3,8,3,3,1,0,0,1
1,0,0,15,22,0,0,2,0,0,0,1,0,0,0
0,0,0,17,26,0,0,2,0,0,0,1,0,0,0
1,0,0,15,38,0,0,3,2,0,0,1,0,0,0
1,0,1,28,94,0,0,3,1,0,0,2,0,0,1
0,0,0,21,49,0,0,4,1,0,0,2,0,0,1
